0.0603, 15, 84918.0475 
0.0601, 15, 88287.6587 
0.0598, 15, 100461.5790 
0.0596, 15, 101157.9454 
0.0600, 15, 125025.9030 
0.0607, 15, 137720.9469 
0.0608, 15, 143218.7899 
0.0598, 15, 165958.6907 
0.0603, 15, 172186.8575 
0.0600, 15, 204173.7945 
0.0596, 15, 229086.7653 
0.0603, 15, 257039.5783 
0.0603, 15, 279254.3841 
0.0598, 15, 285101.8268 
0.0604, 15, 327340.6949 
0.0600, 15, 368977.5986 
0.0603, 15, 410204.1030 
0.0608, 15, 912010.8394 
0.0604, 15, 682338.6941 
0.0598, 15, 762079.0100 
0.0600, 15, 909913.2726 
0.0603, 15, 1018591.3881 
0.0603, 15, 620869.0342 
0.0598, 15, 719448.9780 
0.0600, 15, 851138.0382 
0.0603, 15, 970509.9672 
