0.0286 ,507,13001.6958 
0.0274, 507, 16982.4365 
0.0261, 507, 20989.3988 
0.0255, 507, 23014.4182 
0.0253, 507, 23014.4182 
0.0240, 507, 28973.4359 
0.0240, 507, 30974.1930 
0.0232, 507, 34040.8190 
0.0232, 507, 36982.8180 
0.0227, 507, 38994.1987 
0.0222, 507, 41975.8984 
0.0215, 507, 46989.4109 
0.0211, 507, 48977.8819 
0.0209, 507, 51999.5997 
0.0203, 507, 57942.8696 
0.0201, 507, 63973.4835 
0.0196, 507, 70957.7768 
0.0193, 507, 79067.8628 
0.0190, 507, 87096.3590 
0.0188, 507, 93972.3311 
0.0188, 507, 102093.9484 
0.0187, 507, 105925.3725 
0.0186, 507, 111943.7883 
0.0183, 507, 125892.5412 
0.0182, 507, 138995.2631 
0.0180, 507, 158124.8039 
0.0179, 507, 172186.8575 
0.0180, 507, 186208.7137 
0.0179, 507, 190985.3259 
0.0178, 507, 200909.2813 
0.0179, 507, 211836.1135 
0.0180, 507, 238231.9469 
0.0179, 507, 269153.4804 
0.0181, 507, 311171.6337 
0.0182, 507, 341979.4425 
0.0183, 507, 374973.0022 
0.0195, 507, 405508.5354 
0.0187, 507, 426579.5188 
0.0187, 507, 465586.0935 
0.0187, 507, 511681.8355 
0.0190, 507, 570164.2723 
0.0190, 507, 619441.0751 
0.0192, 507, 680769.3587 
0.0193, 507, 870963.5900 
0.0194, 507, 922571.4272 
0.0195, 507, 849180.4750 
0.0194, 507, 899497.5815 
0.0193, 507, 970509.9672 
0.0282, 252, 16218.1010 
0.0272, 252, 19010.7828 
0.0240, 252, 29174.2701 
0.0231, 252, 32136.6054 
0.0228, 252, 35399.7341 
0.0227, 252, 39536.6620 
0.0220, 252, 44055.4864 
0.0212, 252, 59979.1076 
0.0213, 252, 66069.3448 
0.0210, 252, 82413.8115 
0.0209, 252, 97050.9967 
0.0209, 252, 114024.9788 
0.0210, 252, 125892.5412 
0.0209, 252, 148936.1078 
0.0213, 252, 162181.0097 
0.0215, 252, 191866.8741 
0.0220, 252, 232273.6796 
0.0224, 252, 311888.9584 
0.0227, 252, 380189.3963 
0.0229, 252, 419758.9840 
0.0231, 252, 503500.6088 
0.0217, 252, 51050.5000 
0.0215, 252, 201836.6364 
0.0227, 252, 349945.1670 
0.0232, 252, 612350.3917 
0.0216, 252, 55975.7601 
0.0210, 252, 77624.7117 
0.0209, 252, 89949.7582 
0.0209, 252, 136144.4682 
0.0214, 252, 179887.0915 
0.0220, 252, 260015.9563 
0.0227, 252, 380189.3963 
0.0230, 252, 559757.6015 
0.0233, 252, 699841.9960 
0.0234, 252, 760326.2769 
0.0236, 252, 839459.9865 
0.0235, 252, 926829.8234 
0.0235, 252, 979489.9854 
0.0393, 126, 4265.7952 
0.0387, 126, 4731.5126 
0.0377, 126, 5188.0004 
0.0368, 126, 5754.3994 
0.0356, 126, 6456.5423 
0.0366, 126, 6807.6936 
0.0340, 126, 7852.3563 
0.0327, 126, 8413.9514 
0.0318, 126, 8912.5094 
0.0315, 126, 9225.7143 
0.0310, 126, 10351.4217 
0.0296, 126, 12912.1927 
0.0282, 126, 15703.6280 
0.0272, 126, 18407.7200 
0.0265, 126, 21379.6209 
0.0260, 126, 24322.0401 
0.0258, 126, 26607.2506 
0.0251, 126, 29512.0923 
0.0249, 126, 31332.8572 
0.0251, 126, 32433.9617 
0.0247, 126, 35481.3389 
0.0247, 126, 41686.9383 
0.0246, 126, 49773.7085 
0.0251, 126, 57543.9937 
0.0253, 126, 66069.3448 
0.0256, 126, 81283.0516 
0.0259, 126, 96605.0879 
0.0264, 126, 114024.9788 
0.0265, 126, 132129.5634 
0.0269, 126, 145881.4260 
0.0282, 126, 389941.9867 
0.0284, 126, 413047.5020 
0.0280, 126, 451855.9444 
0.0282, 126, 473151.2590 
0.0279, 126, 510505.0000 
0.0283, 126, 544502.6528 
0.0279, 126, 570164.2723 
0.0279, 126, 595662.1435 
0.0282, 126, 628058.3588 
0.0282, 126, 677641.5076 
0.0279, 126, 683911.6473 
0.0282, 126, 748169.5005 
0.0280, 126, 783429.6428 
0.0282, 126, 860993.7522 
0.0278, 126, 914113.2415 
0.0281, 126, 933254.3008 
0.0280, 126, 970509.9672 
0.0269, 126, 89125.0938 
0.0270, 126, 111943.7883 
0.0260, 126, 104954.2429 
0.0264, 126, 125892.5412 
0.0264, 126, 134896.2883 
0.0269, 126, 151008.0154 
0.0269, 126, 157036.2804 
0.0272, 126, 167880.4018 
0.0269, 126, 167880.4018 
0.0273, 126, 177827.9410 
0.0274, 126, 187931.6817 
0.0274, 126, 194984.4600 
0.0273, 126, 204173.7945 
0.0275, 126, 213796.2090 
0.0275, 126, 223872.1139 
0.0278, 126, 232273.6796 
0.0278, 126, 247172.4145 
0.0279, 126, 264850.0139 
0.0280, 126, 270395.8364 
0.0282, 126, 285101.8268 
0.0283, 126, 299226.4637 
0.0280, 126, 316956.7463 
0.0280, 126, 334965.4392 
0.0282, 126, 363078.0548 
0.0392, 60, 4497.7985 
0.0378, 60, 5011.8723 
0.0372, 60, 5495.4087 
0.0363, 60, 6095.3690 
0.0350, 60, 7095.7777 
0.0340, 60, 7396.0528 
0.0325, 60, 8109.6106 
0.0325, 60, 8892.0112 
0.0321, 60, 9908.3194 
0.0312, 60, 11402.4979 
0.0309, 60, 12302.6877 
0.0312, 60, 14487.7185 
0.0307, 60, 17218.6857 
0.0307, 60, 19498.4460 
0.0303, 60, 24603.6760 
0.0308, 60, 25822.6019 
0.0309, 60, 32508.7297 
0.0307, 60, 34673.6850 
0.0315, 60, 35727.2838 
0.0311, 60, 38018.9396 
0.0321, 60, 40644.3329 
0.0319, 60, 45081.6705 
0.0321, 60, 46238.1021 
0.0323, 60, 50003.4535 
0.0329, 60, 54954.0874 
0.0331, 60, 58748.9353 
0.0337, 60, 65012.9690 
0.0336, 60, 70631.7554 
0.0349, 60, 85113.8038 
0.0342, 60, 89949.7582 
0.0349, 60, 108143.3951 
0.0349, 60, 142889.3959 
0.0351, 60, 121059.8134 
0.0355, 60, 153108.7462 
0.0344, 60, 170215.8508 
0.0343, 60, 74989.4209 
0.0342, 60, 83945.9987 
0.0348, 60, 89949.7582 
0.0343, 60, 112719.7456 
0.0347, 60, 107894.6722 
0.0351, 60, 134896.2883 
0.0355, 60, 147910.8388 
0.0352, 60, 157036.2804 
0.0370, 60, 169824.3652 
0.0356, 60, 181134.0093 
0.0359, 60, 191866.8741 
0.0356, 60, 205116.2179 
0.0359, 60, 223872.1139 
0.0355, 60, 255858.5887 
0.0359, 60, 295120.9227 
0.0349, 60, 314050.8694 
0.0356, 60, 327340.6949 
0.0355, 60, 353997.3411 
0.0361, 60, 358096.4371 
0.0356, 60, 375837.4043 
0.0355, 60, 398107.1706 
0.0363, 60, 417830.3666 
0.0349, 60, 421696.5034 
0.0349, 60, 437522.1052 
0.0355, 60, 451855.9444 
0.0356, 60, 456036.9160 
0.0363, 60, 465586.0935 
0.0357, 60, 490907.8762 
0.0356, 60, 517606.8320 
0.0361, 60, 559757.6015 
0.0355, 60, 571478.6367 
0.0356, 60, 615176.8727 
0.0352, 60, 685488.2265 
0.0359, 60, 732824.5331 
0.0357, 60, 820351.5443 
0.0355, 60, 824138.1150 
0.0356, 60, 881048.8730 
0.0359, 60, 916220.4901 
0.0391, 30.6, 4698.9411 
0.0389, 30.6, 5105.0500 
0.0391, 30.6, 5597.5760 
0.0395, 30.6, 5794.2870 
0.0383, 30.6, 6095.3690 
0.0385, 30.6, 6698.8461 
0.0394, 30.6, 7396.0528 
0.0378, 30.6, 7603.2628 
0.0378, 30.6, 8491.8048 
0.0383, 30.6, 8609.9375 
0.0378, 30.6, 9506.0479 
0.0385, 30.6, 10209.3948 
0.0383, 30.6, 11194.3788 
0.0391, 30.6, 11994.9930 
0.0389, 30.6, 13304.5442 
0.0397, 30.6, 13489.6288 
0.0397, 30.6, 15488.1662 
0.0406, 30.6, 18620.8714 
0.0415, 30.6, 19498.4460 
0.0409, 30.6, 20370.4208 
0.0436, 30.6, 38370.7245 
0.0441, 30.6, 44977.9855 
0.0444, 30.6, 62950.6183 
0.0453, 30.6, 79432.8235 
0.0453, 30.6, 92257.1427 
0.0449, 30.6, 106905.4879 
0.0447, 30.6, 116949.9391 
0.0447, 30.6, 136144.4682 
0.0447, 30.6, 149968.4836 
0.0434, 30.6, 26607.2506 
0.0427, 30.6, 27542.2870 
0.0434, 30.6, 36307.8055 
0.0444, 30.6, 43251.3831 
0.0451, 30.6, 54954.0874 
0.0451, 30.6, 67608.2975 
0.0458, 30.6, 71614.3410 
0.0454, 30.6, 97723.7221 
0.044874539, 30.6, 125892.5412
0.045394162, 30.6, 173780.0829
0.045394162, 30.6, 188364.9089
0.044360864, 30.6, 210377.844
0.045394162, 30.6, 297166.6032
0.044874539, 30.6, 451855.9444
0.045289758, 30.6, 85901.35215
0.045394162, 30.6, 116949.9391
0.045603692, 30.6, 147910.8388
0.045289758, 30.6, 167109.0614
0.044874539, 30.6, 179887.0915
0.045394162, 30.6, 219785.9873
0.045394162, 30.6, 220800.4733
0.045603692, 30.6, 247742.2058
0.045603692, 30.6, 267916.8325
0.045814189, 30.6, 277971.3268
0.045394162, 30.6, 328095.2931
0.045603692, 30.6, 347536.1614
0.045394162, 30.6, 362242.9984
0.045603692, 30.6, 597035.2866
0.045603692, 30.6, 645654.229
0.045394162, 30.6, 729457.5103
0.045603692, 30.6, 824138.115
0.044668359, 30.6, 916220.4901
0.045603692, 30.6, 1000000
0.0497, 15, 5888.4366 
0.0500, 15, 6606.9345 
0.0509, 15, 7161.4341 
0.0515, 15, 8035.2612 
0.0521, 15, 9015.7114 
0.0537, 15, 10000.0000 
0.0542, 15, 10990.0584 
0.0545, 15, 11912.4201 
0.0555, 15, 11994.9930 
0.0564, 15, 13001.6958 
0.0550, 15, 13583.1345 
0.0555, 15, 15100.8015 
0.0568, 15, 15703.6280 
0.0575, 15, 15848.9319 
0.0570, 15, 19498.4460 
0.0587, 15, 20606.2991 
0.0579, 15, 21877.6162 
0.0600, 15, 23227.3680 
0.0592, 15, 24322.0401 
0.0592, 15, 25703.9578 
0.0605, 15, 26607.2506 
0.0610, 15, 29241.5238 
0.0603, 15, 33113.1121 
0.0604, 15, 38904.5145 
0.0598, 15, 42657.9519 
0.0603, 15, 53088.4444 
0.0604, 15, 64714.2616 
0.0598, 15, 73282.4533 
0.0597, 15, 76736.1489 
0.0601, 15, 92257.1427 
0.0604, 15, 100000.0000 
0.0603, 15, 110153.9310 
0.0604, 15, 125314.1175 
0.0600, 15, 142889.3959 
0.0604, 15, 151008.0154 
0.0601, 15, 192752.4913 
0.0596, 15, 27542.2870 
0.0598, 15, 31622.7766 
0.0600, 15, 34673.6850 
0.0603, 15, 39445.7302 
0.0604, 15, 48417.2368 
0.0598, 15, 52722.9861 
0.0596, 15, 69984.1996 
0.0600, 15, 73960.5275 
