23.45402162,46.60324507
27.7885168,50.99987423
31.78958928,54.45919919
35.70983201,58.53432125
39.34717062,62.21929266
45.12649753,65.9093505
52.96193113,72.02672338
61.30177344,78.38746447
58.90796939,74.22574376
68.93085802,81.89781622
77.04616462,85.4633847
86.91547672,89.15536745
88.54554329,90.11654057
94.91762167,90.89356371
106.0317119,95.55937735
111.8110388,96.53933295
130.0381467,102.4239664
139.8185461,104.4495346
146.0424366,105.198874
158.4902177,109.7555043
166.7887384,111.6288527
177.1618892,113.4152574
189.1651067,116.8587125
207.8367782,120.4819759
225.1747589,124.7445553
235.2091947,126.2830856
240.2899216,126.8836584
257.7390432,129.7132802
264.2963565,130.9259752
286.0799733,134.4472824
298.5277543,136.1181067
325.2015708,139.2980626
354.0982054,145.0579151
379.8828947,148.0555993
423.8946919,154.7486961
463.0162894,158.4406788
